,关键词,作者,正文,时间,内容源
3901,水环境治理,东南网,四部委发文要求城镇饮用水源地三年内全达标四部委发文要求城镇饮用水源地三年内全达标,2012-05-18,东南网
3902,水环境治理,东南网,福州启动节约用水宣传周活动...保护生态，首先必须保护水资源、防治水污染、、修复水生态。着眼深入实施生态环保工程，市委、市政府启动了“湖库水系连通”工程和“百村万人清渠”行动，重点在“织网、清库、造湖”上下功夫。其中，...[] 作者：王进足 -   ...近平在福建省重点工业污染企业达标暨闽江、九龙江流域综合整治工作会议上的讲话 如今，在经济高速发展的同时，不时刮起的“环保风暴”，人们已经不再陌生。因为，全社会一个共识正在形成：发展不能以牺牲...[] 作者：段金柱 赵锦飞 -   ...保护生态，首先必须保护水资源、防治水污染、、修复水生态。着眼深入实施生态环保工程，市委、市政府启动了“湖库水系连通”工程和“百村万人清渠”行动，重点在“织网、清库、造湖”上下功夫。其中，...[] 作者：王进足 -   ...进一步加大；迫切需要统筹流域污染措施，开展流域综合，加大水生态修复力度，从源头上扭转生态恶化。 对此，有媒体提问，水污染防治所需资金数额巨大，筹措资金是否考虑通过征收水污染税、税...[] 作者：文静 -   ...业先进水平。市城乡建设局相关负责人表示，近几年保护和水资源节约工作成效显著。为巩固治水成果，就必须将保供水、抓节水、治污水、清河水、排涝水，五水共治，更好创建节水型城市。同时，也需要机关单位...[] 作者：张旭 陈暖 -    ...保护负总责，必须履行好保护水资源、防治水污染、、修复水生态的重要职责使命。要围绕河湖整治目标任务，倒排时间节点，把工作要求细化实化，形成任务清单和责任清单，按单管理，对单推进，经常深入现场，...[] 作者：于伟国 -   ...保护生态，首先必须保护水资源、防治水污染、、修复水生态。着眼深入实施生态环保工程，市委、市政府启动了“湖库水系连通”工程和“百村万人清渠”行动，重点在“织网、清库、造湖”上下功夫。其中，...[] 作者：王进足 -   ...保护生态，首先必须保护水资源、防治水污染、、修复水生态。着眼深入实施生态环保工程，市委、市政府启动了“湖库水系连通”工程和“百村万人清渠”行动，重点在“织网、清库、造湖”上下功夫。其中，...[] 作者：王进足 -   ...保护生态，首先必须保护水资源、防治水污染、、修复水生态。着眼深入实施生态环保工程，市委、市政府启动了“湖库水系连通”工程和“百村万人清渠”行动，重点在“织网、清库、造湖”上下功夫。其中，...[] 作者：王进足 -   ...通过以上举措，切实为辖区内河道清淤减负，推动水生态持续改善，为乡村振兴工作奠定了良好的基础。[] 作者：余少林 -   ,2020-05-11,东南网
3903,水环境治理,东南网,各级河湖长要当好“施工队长”各级河湖长要当好“施工队长”,2018-06-04,东南网
3904,水环境治理,东南网,福清江阴镇：全面清淤清杂 为河库沟渠“减负”...保护生态，首先必须保护水资源、防治水污染、、修复水生态。着眼深入实施生态环保工程，市委、市政府启动了“湖库水系连通”工程和“百村万人清渠”行动，重点在“织网、清库、造湖”上下功夫。其中，...[] 作者：王进足 -   ...近平在福建省重点工业污染企业达标暨闽江、九龙江流域综合整治工作会议上的讲话 如今，在经济高速发展的同时，不时刮起的“环保风暴”，人们已经不再陌生。因为，全社会一个共识正在形成：发展不能以牺牲...[] 作者：段金柱 赵锦飞 -   ...保护生态，首先必须保护水资源、防治水污染、、修复水生态。着眼深入实施生态环保工程，市委、市政府启动了“湖库水系连通”工程和“百村万人清渠”行动，重点在“织网、清库、造湖”上下功夫。其中，...[] 作者：王进足 -   ...进一步加大；迫切需要统筹流域污染措施，开展流域综合，加大水生态修复力度，从源头上扭转生态恶化。 对此，有媒体提问，水污染防治所需资金数额巨大，筹措资金是否考虑通过征收水污染税、税...[] 作者：文静 -   ...业先进水平。市城乡建设局相关负责人表示，近几年保护和水资源节约工作成效显著。为巩固治水成果，就必须将保供水、抓节水、治污水、清河水、排涝水，五水共治，更好创建节水型城市。同时，也需要机关单位...[] 作者：张旭 陈暖 -    ...保护负总责，必须履行好保护水资源、防治水污染、、修复水生态的重要职责使命。要围绕河湖整治目标任务，倒排时间节点，把工作要求细化实化，形成任务清单和责任清单，按单管理，对单推进，经常深入现场，...[] 作者：于伟国 -   ...保护生态，首先必须保护水资源、防治水污染、、修复水生态。着眼深入实施生态环保工程，市委、市政府启动了“湖库水系连通”工程和“百村万人清渠”行动，重点在“织网、清库、造湖”上下功夫。其中，...[] 作者：王进足 -   ...保护生态，首先必须保护水资源、防治水污染、、修复水生态。着眼深入实施生态环保工程，市委、市政府启动了“湖库水系连通”工程和“百村万人清渠”行动，重点在“织网、清库、造湖”上下功夫。其中，...[] 作者：王进足 -   ...保护生态，首先必须保护水资源、防治水污染、、修复水生态。着眼深入实施生态环保工程，市委、市政府启动了“湖库水系连通”工程和“百村万人清渠”行动，重点在“织网、清库、造湖”上下功夫。其中，...[] 作者：王进足 -   ...通过以上举措，切实为辖区内河道清淤减负，推动水生态持续改善，为乡村振兴工作奠定了良好的基础。[] 作者：余少林 -   ,2019-07-31,东南网
3905,水生态修复,东南网,委员聚焦福州城市发展 壮大“福”产业打造幸福之城...面发言。11位政协委员围绕壮大有福之州“福”产业、等主题建言献策。 打响福文化品牌壮大“福”产业 致公党市委会在题为《培育壮大有福之州“福”产业 助力打造新时代幸福之城》的发言中指出，作为...[] 作者：福州晚报记者组 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...题，对于瀛洲河等“死内河”，将全国征集方案，通过手段除臭返清 　　体原理示意图　郑蒙/制图 东南网6月6日讯（海峡都市报记者 周锡银 林丹 关铭荣 实习生 张雨 文/图） 关注理由 榕城内河纵横交错，内...[]   ...意。记者31日从市城乡建设委员会获悉，市准备通过手段帮助恢复体系统，除臭返清。第一批选取光明港一支河等4条河道作为试点。6月1日起，面向全国公开征集试点工作承担单位。 首批4条河道试点修...[]     脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 关注理由 内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，去年开始，...[]   脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 　　东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 　　关注理由 　　内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   闽侯法院积极探索替代性新模式，图为增殖放流鱼苗。闽侯法院供图 东南网9月27日讯（本网记者 林先昌）27日，闽侯法院召开新闻发布会，通报该院司法保护工作开展情况。 据介绍，2016年以来，闽侯法院审理...[] 作者：林先昌 -   ,2019-01-07,东南网
3906,水生态修复,东南网,福州4条内河生态修复下月开工 整治时间将近4个半月...面发言。11位政协委员围绕壮大有福之州“福”产业、等主题建言献策。 打响福文化品牌壮大“福”产业 致公党市委会在题为《培育壮大有福之州“福”产业 助力打造新时代幸福之城》的发言中指出，作为...[] 作者：福州晚报记者组 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...题，对于瀛洲河等“死内河”，将全国征集方案，通过手段除臭返清 　　体原理示意图　郑蒙/制图 东南网6月6日讯（海峡都市报记者 周锡银 林丹 关铭荣 实习生 张雨 文/图） 关注理由 榕城内河纵横交错，内...[]   ...意。记者31日从市城乡建设委员会获悉，市准备通过手段帮助恢复体系统，除臭返清。第一批选取光明港一支河等4条河道作为试点。6月1日起，面向全国公开征集试点工作承担单位。 首批4条河道试点修...[]     脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 关注理由 内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，去年开始，...[]   脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 　　东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 　　关注理由 　　内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   闽侯法院积极探索替代性新模式，图为增殖放流鱼苗。闽侯法院供图 东南网9月27日讯（本网记者 林先昌）27日，闽侯法院召开新闻发布会，通报该院司法保护工作开展情况。 据介绍，2016年以来，闽侯法院审理...[] 作者：林先昌 -   ,2013-08-31,东南网
3907,水生态修复,东南网,榕城4条内河将试点生态修复 全国征集方案...面发言。11位政协委员围绕壮大有福之州“福”产业、等主题建言献策。 打响福文化品牌壮大“福”产业 致公党市委会在题为《培育壮大有福之州“福”产业 助力打造新时代幸福之城》的发言中指出，作为...[] 作者：福州晚报记者组 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...题，对于瀛洲河等“死内河”，将全国征集方案，通过手段除臭返清 　　体原理示意图　郑蒙/制图 东南网6月6日讯（海峡都市报记者 周锡银 林丹 关铭荣 实习生 张雨 文/图） 关注理由 榕城内河纵横交错，内...[]   ...意。记者31日从市城乡建设委员会获悉，市准备通过手段帮助恢复体系统，除臭返清。第一批选取光明港一支河等4条河道作为试点。6月1日起，面向全国公开征集试点工作承担单位。 首批4条河道试点修...[]     脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 关注理由 内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，去年开始，...[]   脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 　　东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 　　关注理由 　　内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   闽侯法院积极探索替代性新模式，图为增殖放流鱼苗。闽侯法院供图 东南网9月27日讯（本网记者 林先昌）27日，闽侯法院召开新闻发布会，通报该院司法保护工作开展情况。 据介绍，2016年以来，闽侯法院审理...[] 作者：林先昌 -   ,2013-06-06,东南网
3908,水生态修复,东南网,福州首批4条河道试点生态修复 公开征集承担单位福州首批4条河道试点生态修复 公开征集承担单位,2013-06-03,东南网
3909,水生态修复,东南网,福州内河“生态修复” 首批试点4条河均黑臭不堪...面发言。11位政协委员围绕壮大有福之州“福”产业、等主题建言献策。 打响福文化品牌壮大“福”产业 致公党市委会在题为《培育壮大有福之州“福”产业 助力打造新时代幸福之城》的发言中指出，作为...[] 作者：福州晚报记者组 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...题，对于瀛洲河等“死内河”，将全国征集方案，通过手段除臭返清 　　体原理示意图　郑蒙/制图 东南网6月6日讯（海峡都市报记者 周锡银 林丹 关铭荣 实习生 张雨 文/图） 关注理由 榕城内河纵横交错，内...[]   ...意。记者31日从市城乡建设委员会获悉，市准备通过手段帮助恢复体系统，除臭返清。第一批选取光明港一支河等4条河道作为试点。6月1日起，面向全国公开征集试点工作承担单位。 首批4条河道试点修...[]     脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 关注理由 内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，去年开始，...[]   脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 　　东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 　　关注理由 　　内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   闽侯法院积极探索替代性新模式，图为增殖放流鱼苗。闽侯法院供图 东南网9月27日讯（本网记者 林先昌）27日，闽侯法院召开新闻发布会，通报该院司法保护工作开展情况。 据介绍，2016年以来，闽侯法院审理...[] 作者：林先昌 -   ,2014-04-24,东南网
3910,水生态修复,东南网,福州鼓楼区用制度利器守护水生态文明...面发言。11位政协委员围绕壮大有福之州“福”产业、等主题建言献策。 打响福文化品牌壮大“福”产业 致公党市委会在题为《培育壮大有福之州“福”产业 助力打造新时代幸福之城》的发言中指出，作为...[] 作者：福州晚报记者组 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...题，对于瀛洲河等“死内河”，将全国征集方案，通过手段除臭返清 　　体原理示意图　郑蒙/制图 东南网6月6日讯（海峡都市报记者 周锡银 林丹 关铭荣 实习生 张雨 文/图） 关注理由 榕城内河纵横交错，内...[]   ...意。记者31日从市城乡建设委员会获悉，市准备通过手段帮助恢复体系统，除臭返清。第一批选取光明港一支河等4条河道作为试点。6月1日起，面向全国公开征集试点工作承担单位。 首批4条河道试点修...[]     脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 关注理由 内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，去年开始，...[]   脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 　　东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 　　关注理由 　　内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   闽侯法院积极探索替代性新模式，图为增殖放流鱼苗。闽侯法院供图 东南网9月27日讯（本网记者 林先昌）27日，闽侯法院召开新闻发布会，通报该院司法保护工作开展情况。 据介绍，2016年以来，闽侯法院审理...[] 作者：林先昌 -   ,2018-11-06,东南网
3911,水生态修复,东南网,闽侯法院:创新开展水生态保护工作 提供有力司法保障...面发言。11位政协委员围绕壮大有福之州“福”产业、等主题建言献策。 打响福文化品牌壮大“福”产业 致公党市委会在题为《培育壮大有福之州“福”产业 助力打造新时代幸福之城》的发言中指出，作为...[] 作者：福州晚报记者组 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...17日讯（海峡都市报记者 周锡银） 备受关注的内河试点工作，又有新进展。市建委昨日消息说，厦坊溪、跃进河、瀛洲河、光明港一支河作为内河的首批试点，将从下个月开始正式步入施工整治阶段...[] 作者：周锡银 -   ...题，对于瀛洲河等“死内河”，将全国征集方案，通过手段除臭返清 　　体原理示意图　郑蒙/制图 东南网6月6日讯（海峡都市报记者 周锡银 林丹 关铭荣 实习生 张雨 文/图） 关注理由 榕城内河纵横交错，内...[]   ...意。记者31日从市城乡建设委员会获悉，市准备通过手段帮助恢复体系统，除臭返清。第一批选取光明港一支河等4条河道作为试点。6月1日起，面向全国公开征集试点工作承担单位。 首批4条河道试点修...[]     脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 关注理由 内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，去年开始，...[]   脏臭的跃进河内，工人已开始围堰，将在围堰范围内展开 　　东南网4月24日讯(海峡都市报记者 周锡银 包华 文/图) 　　关注理由 　　内河错综复杂，经过多年整治，仍是黑臭不堪，为了让内河实现“返清除臭”，...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   ... 文明风11月6日讯（通讯员 吴芳）十八大报告指出，保护环境必须依靠制度，必须加强文明制度建设。随着城市建设与发展，加上历史欠账较多，鼓楼区也患上内河污染、体黑臭等城市病，2016年下半年，全面...[]   闽侯法院积极探索替代性新模式，图为增殖放流鱼苗。闽侯法院供图 东南网9月27日讯（本网记者 林先昌）27日，闽侯法院召开新闻发布会，通报该院司法保护工作开展情况。 据介绍，2016年以来，闽侯法院审理...[] 作者：林先昌 -   ,2018-09-27,东南网
3912,水生态修复,东南网,福州西湖水系综合整治“有一套”...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[] 作者：柯竞 孙漫 -   ...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[] 作者：柯竞 孙漫 -   ...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[]   ...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[]   ...成滨河绿道406公里、串珠式公园168处。 跃进河支流打造景观河道示范区 据了解，目前，我市49条支流中38条支流已完成沿线拆迁，预计年底前，支流将完成治理。 2日上午，记者在福建船政交通职业学院内看到，跃进河2号支...[] 作者：孙漫 叶义斌 -   ...表示。古建筑和古城墙遗址保护正在推进，和平街的环境和街区景观也将进一步提升。“为了给游客呈现更完善的街区胜景，和平街除了有古街，还将有公园。”长乐区和平街特色历史文化街区建设运营指挥部负责人表...[]   ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -   ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -    ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -    ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -    ,2017-07-26,东南网
3913,水生态修复,东南网,福州内河多个项目节点中高考前完工 跃进河支流打造生态景观河道示范区...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[] 作者：柯竞 孙漫 -   ...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[] 作者：柯竞 孙漫 -   ...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[]   ...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[]   ...成滨河绿道406公里、串珠式公园168处。 跃进河支流打造景观河道示范区 据了解，目前，我市49条支流中38条支流已完成沿线拆迁，预计年底前，支流将完成治理。 2日上午，记者在福建船政交通职业学院内看到，跃进河2号支...[] 作者：孙漫 叶义斌 -   ...表示。古建筑和古城墙遗址保护正在推进，和平街的环境和街区景观也将进一步提升。“为了给游客呈现更完善的街区胜景，和平街除了有古街，还将有公园。”长乐区和平街特色历史文化街区建设运营指挥部负责人表...[]   ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -   ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -    ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -    ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -    ,2019-06-03,东南网
3914,水生态修复,东南网,长乐和平街：古厝修复不停歇 公园将添新景色...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[] 作者：柯竞 孙漫 -   ...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[] 作者：柯竞 孙漫 -   ...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[]   ...西湖沿线区域的小区、单位等进行全面雨污分流改造。  补 注入新“血液” 系统截污让西湖实现“清”，要实现“多”、“动”，还少不了补。张麒蛰介绍，除了“抓上游”“清本体”，市建委和市城区...[]   ...成滨河绿道406公里、串珠式公园168处。 跃进河支流打造景观河道示范区 据了解，目前，我市49条支流中38条支流已完成沿线拆迁，预计年底前，支流将完成治理。 2日上午，记者在福建船政交通职业学院内看到，跃进河2号支...[] 作者：孙漫 叶义斌 -   ...表示。古建筑和古城墙遗址保护正在推进，和平街的环境和街区景观也将进一步提升。“为了给游客呈现更完善的街区胜景，和平街除了有古街，还将有公园。”长乐区和平街特色历史文化街区建设运营指挥部负责人表...[]   ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -   ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -    ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -    ...2014年11月，习近平总书记在福建考察时指出，要有更强的意识，大力保护环境，使福建天更蓝、山更绿、更清、环境更美，努力建设“机制活、产业优、百姓富、美”的新福建。五年多来，福建法院坚持运用司法...[] 作者：何祖谋 -    ,2020-04-17,东南网
